titolo_opera_iteatrire,opera_id,wikidata_uri_iteatrire,persona_nome,persona_id
Ruslan and Lyudmila,69337,https://www.wikidata.org/wiki/Q522408,"Sirkov, Valerian Fëdorovic",16305
Ruslan and Lyudmila,69337,https://www.wikidata.org/wiki/Q522408,"Puškin, Aleksandr Sergeevic",10602
Orfeo ed Euridice,69338,https://www.wikidata.org/wiki/Q723776,"Gluck, Christoph Willibald",9601
Orfeo ed Euridice,69338,https://www.wikidata.org/wiki/Q723776,"Calzabigi, Ranieri de'",9788
Romeo and Juliet,69339,https://www.wikidata.org/wiki/Q911487,"Gounod, Charles",9602
Romeo and Juliet,69339,https://www.wikidata.org/wiki/Q911487,"Carré, Michel",9701
Romeo and Juliet,69339,https://www.wikidata.org/wiki/Q911487,"Barbier, Jules",9796
Romeo and Juliet,69339,https://www.wikidata.org/wiki/Q911487,"Shakespeare, William",10325
Acis and Galatea,69340,https://www.wikidata.org/wiki/Q341482,"Händel, Georg Friedrich",9603
Acis and Galatea,69340,https://www.wikidata.org/wiki/Q341482,"Gay, John",9798
Alcina,69341,https://www.wikidata.org/wiki/Q275627,"Händel, Georg Friedrich",9603
Alcina,69341,https://www.wikidata.org/wiki/Q275627,"Fanzaglia, Antonio",16307
Alcina,69341,https://www.wikidata.org/wiki/Q275627,"Ariosto, Ludovico",16308
Giulio Cesare in Egitto,69342,https://www.wikidata.org/wiki/Q875563,"Händel, Georg Friedrich",9603
Giulio Cesare in Egitto,69342,https://www.wikidata.org/wiki/Q875563,"Haym, Nicola Francesco",9800
Giulio Cesare in Egitto,69342,https://www.wikidata.org/wiki/Q875563,"Bussani, Giacomo Francesco",9799
L'amico Fritz,69345,https://www.wikidata.org/wiki/Q578706,"Mascagni, Pietro",9611
L'amico Fritz,69345,https://www.wikidata.org/wiki/Q578706,"Daspuro, Nicola",9817
Le maschere,69346,https://www.wikidata.org/wiki/Q238785,"Mascagni, Pietro",9611
Le maschere,69346,https://www.wikidata.org/wiki/Q238785,"Illica, Luigi",9710
Manon,69347,https://www.wikidata.org/wiki/Q842063,"Massenet, Jules",9612
Manon,69347,https://www.wikidata.org/wiki/Q842063,"Meilhac, Henri",9696
Manon,69347,https://www.wikidata.org/wiki/Q842063,"Gille, Philippe",9735
Manon,69347,https://www.wikidata.org/wiki/Q842063,"Prévost, Antoine-François",14425
Werther,69348,https://www.wikidata.org/wiki/Q926468,"Massenet, Jules",9612
Werther,69348,https://www.wikidata.org/wiki/Q926468,"Milliet, Paul",9829
Werther,69348,https://www.wikidata.org/wiki/Q926468,"Blau, Édouard",9831
Werther,69348,https://www.wikidata.org/wiki/Q926468,"Hartmann, Georges",9832
L'incoronazione di Poppea,69349,https://www.wikidata.org/wiki/Q615522,"Monteverdi, Claudio",9617
L'incoronazione di Poppea,69349,https://www.wikidata.org/wiki/Q615522,"Busenello, Giovanni Francesco",9845
Così fan tutte,69351,https://www.wikidata.org/wiki/Q207410,"Mozart, Wolfgang Amadeus",9618
Così fan tutte,69351,https://www.wikidata.org/wiki/Q207410,"Da Ponte, Lorenzo",9849
Don Giovanni,69352,https://www.wikidata.org/wiki/Q192039,"Mozart, Wolfgang Amadeus",9618
Don Giovanni,69352,https://www.wikidata.org/wiki/Q192039,"Da Ponte, Lorenzo",9849
Die Entführung aus dem Serail,69353,https://www.wikidata.org/wiki/Q210711,"Mozart, Wolfgang Amadeus",9618
Die Entführung aus dem Serail,69353,https://www.wikidata.org/wiki/Q210711,"Stephanie, Johann Gottlob",9851
Idomeneo,69354,https://www.wikidata.org/wiki/Q723559,"Mozart, Wolfgang Amadeus",9618
Idomeneo,69354,https://www.wikidata.org/wiki/Q723559,"Varesco, Giambattista",9853
The Marriage of Figaro,69355,https://www.wikidata.org/wiki/Q201873,"Mozart, Wolfgang Amadeus",9618
The Marriage of Figaro,69355,https://www.wikidata.org/wiki/Q201873,"Da Ponte, Lorenzo",9849
The Magic Flute,69357,https://www.wikidata.org/wiki/Q5064,"Mozart, Wolfgang Amadeus",9618
The Magic Flute,69357,https://www.wikidata.org/wiki/Q5064,"Schikaneder, Emanuel Johann Joseph",9856
Boris Godunov,69358,https://www.wikidata.org/wiki/Q386846,"Musorgskij, Modest",9619
Boris Godunov,69358,https://www.wikidata.org/wiki/Q386846,"Puškin, Aleksandr Sergeevic",10602
The Merry Wives of Windsor,69360,https://www.wikidata.org/wiki/Q615663,"Nicolai, Otto",9620
The Merry Wives of Windsor,69360,https://www.wikidata.org/wiki/Q615663,"Mosenthal, Salomon Hermann von",9793
Saffo,69363,https://www.wikidata.org/wiki/Q2211491,"Pacini, Giovanni",9622
Saffo,69363,https://www.wikidata.org/wiki/Q2211491,"Cammarano, Salvatore",9742
La serva padrona,69364,https://www.wikidata.org/wiki/Q378237,"Pergolesi, Giovanni Battista",9624
La serva padrona,69364,https://www.wikidata.org/wiki/Q378237,"Federico, Gennaro Antonio",9871
La bohème,69366,https://www.wikidata.org/wiki/Q984983,"Puccini, Giacomo",9628
La bohème,69366,https://www.wikidata.org/wiki/Q984983,"Illica, Luigi",9710
La bohème,69366,https://www.wikidata.org/wiki/Q984983,"Giacosa, Giuseppe",9881
La bohème,69366,https://www.wikidata.org/wiki/Q984983,"Murger, Henry",21219
Boléro,69367,https://www.wikidata.org/wiki/Q327331,"Ravel, Maurice",9631
La fanciulla del West,69370,https://www.wikidata.org/wiki/Q460319,"Puccini, Giacomo",9628
La fanciulla del West,69370,https://www.wikidata.org/wiki/Q460319,"Civinini, Guelfo",9889
La fanciulla del West,69370,https://www.wikidata.org/wiki/Q460319,"Zangarini, Carlo",9890
La fanciulla del West,69370,https://www.wikidata.org/wiki/Q460319,"Belasco, David",16296
Madama Butterfly,69371,https://www.wikidata.org/wiki/Q19005,"Puccini, Giacomo",9628
Madama Butterfly,69371,https://www.wikidata.org/wiki/Q19005,"Illica, Luigi",9710
Madama Butterfly,69371,https://www.wikidata.org/wiki/Q19005,"Giacosa, Giuseppe",9881
Madama Butterfly,69371,https://www.wikidata.org/wiki/Q19005,"Belasco, David",16296
Manon Lescaut,69373,https://www.wikidata.org/wiki/Q459341,"Puccini, Giacomo",9628
Manon Lescaut,69373,https://www.wikidata.org/wiki/Q459341,"Leoncavallo, Ruggero",9608
Manon Lescaut,69373,https://www.wikidata.org/wiki/Q459341,"Illica, Luigi",9710
Manon Lescaut,69373,https://www.wikidata.org/wiki/Q459341,"Giacosa, Giuseppe",9881
Manon Lescaut,69373,https://www.wikidata.org/wiki/Q459341,"Oliva, Domenico",14427
Manon Lescaut,69373,https://www.wikidata.org/wiki/Q459341,"Ricordi, Giulio",14428
Manon Lescaut,69373,https://www.wikidata.org/wiki/Q459341,"Prévost, Antoine-François",14425
Tosca,69374,https://www.wikidata.org/wiki/Q192941,"Puccini, Giacomo",9628
Tosca,69374,https://www.wikidata.org/wiki/Q192941,"Illica, Luigi",9710
Tosca,69374,https://www.wikidata.org/wiki/Q192941,"Giacosa, Giuseppe",9881
Tosca,69374,https://www.wikidata.org/wiki/Q192941,"Sardou, Victorien",15844
Turandot,69375,https://www.wikidata.org/wiki/Q207990,"Puccini, Giacomo",9628
Turandot,69375,https://www.wikidata.org/wiki/Q207990,"Simoni, Renato",9785
Turandot,69375,https://www.wikidata.org/wiki/Q207990,"Adami, Giuseppe",9895
Turandot,69375,https://www.wikidata.org/wiki/Q207990,"Gozzi, Carlo",13667
Le Villi,69376,https://www.wikidata.org/wiki/Q845606,"Puccini, Giacomo",9628
Le Villi,69376,https://www.wikidata.org/wiki/Q845606,"Fontana, Ferdinando",9888
Dido and Aeneas,69377,https://www.wikidata.org/wiki/Q746646,"Purcell, Henry",9629
Dido and Aeneas,69377,https://www.wikidata.org/wiki/Q746646,"Tate, Nahum",9900
Hippolyte et Aricie,69378,https://www.wikidata.org/wiki/Q1376211,"Rameau, Jean-Philippe",9630
Hippolyte et Aricie,69378,https://www.wikidata.org/wiki/Q1376211,"Pellegrin, Simon-Joseph",9903
The Firebird,69381,https://www.wikidata.org/wiki/Q844790,"Stravinskij, Igor'",9640
Armida,69388,https://www.wikidata.org/wiki/Q777578,"Rossini, Gioachino",9633
Armida,69388,https://www.wikidata.org/wiki/Q777578,"Schmidt, Giovanni",9913
The Barber of Seville,69389,https://www.wikidata.org/wiki/Q208659,"Rossini, Gioachino",9633
The Barber of Seville,69389,https://www.wikidata.org/wiki/Q208659,"Sterbini, Cesare",9918
La cambiale di matrimonio,69390,https://www.wikidata.org/wiki/Q264154,"Rossini, Gioachino",9633
La cambiale di matrimonio,69390,https://www.wikidata.org/wiki/Q264154,"Rossi, Gaetano",9757
Ave Maria,69392,https://www.wikidata.org/wiki/Q15982418,"Schubert, Franz",9872
Aida,69394,https://www.wikidata.org/wiki/Q171277,"Verdi, Giuseppe",9641
Aida,69394,https://www.wikidata.org/wiki/Q171277,"Ghislanzoni, Antonio",9794
Aida,69394,https://www.wikidata.org/wiki/Q171277,"Mariette, Auguste-Ferdinand-François",16284
La donna del lago,69415,https://www.wikidata.org/wiki/Q220699,"Rossini, Gioachino",9633
La donna del lago,69415,https://www.wikidata.org/wiki/Q220699,"Tottola, Leone Andrea",9932
La gazza ladra,69416,https://www.wikidata.org/wiki/Q472318,"Rossini, Gioachino",9633
La gazza ladra,69416,https://www.wikidata.org/wiki/Q472318,"Gherardini, Giovanni",9933
William Tell,69417,https://www.wikidata.org/wiki/Q729659,"Rossini, Gioachino",9633
William Tell,69417,https://www.wikidata.org/wiki/Q729659,"Jouy, Victor-Joseph Étienne de",9714
William Tell,69417,https://www.wikidata.org/wiki/Q729659,"Bis, Hippolyte-Louis-Florent",9940
L'inganno felice,69418,https://www.wikidata.org/wiki/Q1051191,"Rossini, Gioachino",9633
L'inganno felice,69418,https://www.wikidata.org/wiki/Q1051191,"Foppa, Giuseppe Maria",9941
L'italiana in Algeri,69419,https://www.wikidata.org/wiki/Q589932,"Rossini, Gioachino",9633
L'italiana in Algeri,69419,https://www.wikidata.org/wiki/Q589932,"Anelli, Angelo",9942
La scala di seta,69421,https://www.wikidata.org/wiki/Q471330,"Rossini, Gioachino",9633
La scala di seta,69421,https://www.wikidata.org/wiki/Q471330,"Foppa, Giuseppe Maria",9941
Il trovatore,69423,https://www.wikidata.org/wiki/Q203470,"Verdi, Giuseppe",9641
Il trovatore,69423,https://www.wikidata.org/wiki/Q203470,"Cammarano, Salvatore",9742
Il trovatore,69423,https://www.wikidata.org/wiki/Q203470,"Gutiérrez, Antonio García",16294
Otello,69424,https://www.wikidata.org/wiki/Q172324,"Verdi, Giuseppe",9641
Otello,69424,https://www.wikidata.org/wiki/Q172324,"Boito, Arrigo",9585
Otello,69424,https://www.wikidata.org/wiki/Q172324,"Shakespeare, William",10325
Falstaff,69425,https://www.wikidata.org/wiki/Q318455,"Verdi, Giuseppe",9641
Falstaff,69425,https://www.wikidata.org/wiki/Q318455,"Boito, Arrigo",9585
Falstaff,69425,https://www.wikidata.org/wiki/Q318455,"Shakespeare, William",10325
Tancredi,69429,https://www.wikidata.org/wiki/Q911443,"Rossini, Gioachino",9633
Tancredi,69429,https://www.wikidata.org/wiki/Q911443,"Rossi, Gaetano",9757
Il turco in Italia,69430,https://www.wikidata.org/wiki/Q477643,"Rossini, Gioachino",9633
Il turco in Italia,69430,https://www.wikidata.org/wiki/Q477643,"Romani, Felice",9648
Samson and Delilah,69431,https://www.wikidata.org/wiki/Q753152,"Saint-Saëns, Camille",31664
Samson and Delilah,69431,https://www.wikidata.org/wiki/Q753152,"Lemaire, Ferdinand",9947
Alzira,69434,https://www.wikidata.org/wiki/Q450801,"Verdi, Giuseppe",9641
Alzira,69434,https://www.wikidata.org/wiki/Q450801,"Cammarano, Salvatore",9742
Alzira,69434,https://www.wikidata.org/wiki/Q450801,Voltaire,11268
Giovanna d'Arco,69436,https://www.wikidata.org/wiki/Q757134,"Verdi, Giuseppe",9641
Giovanna d'Arco,69436,https://www.wikidata.org/wiki/Q757134,"Solera, Temistocle",9970
Giovanna d'Arco,69436,https://www.wikidata.org/wiki/Q757134,"Schiller, Friedrich",10630
Les vêpres siciliennes,69438,https://www.wikidata.org/wiki/Q471645,"Verdi, Giuseppe",9641
Les vêpres siciliennes,69438,https://www.wikidata.org/wiki/Q471645,"Scribe, Eugène",9644
Les vêpres siciliennes,69438,https://www.wikidata.org/wiki/Q471645,"Duveyrier, Charles",10326
Attila,69447,https://www.wikidata.org/wiki/Q211460,"Verdi, Giuseppe",9641
Attila,69447,https://www.wikidata.org/wiki/Q211460,"Solera, Temistocle",9970
Attila,69447,https://www.wikidata.org/wiki/Q211460,"Werner, Zacharias",10025
"Mutter, Mutter, wie weit darf ich gehen?",69478,https://www.wikidata.org/wiki/Q25384251,"Pärt, Arvo",10276
La traviata,69480,https://www.wikidata.org/wiki/Q186162,"Verdi, Giuseppe",9641
La traviata,69480,https://www.wikidata.org/wiki/Q186162,"Piave, Francesco Maria",10405
Night and Day,69487,https://www.wikidata.org/wiki/Q7033591,"Porter, Cole",10309
Rinaldo,69490,https://www.wikidata.org/wiki/Q767249,"Händel, Georg Friedrich",9603
Rinaldo,69490,https://www.wikidata.org/wiki/Q767249,"Rossi, Giacomo",9803
Rinaldo,69490,https://www.wikidata.org/wiki/Q767249,"Hill, Aaron",10322
Pelléas et Mélisande,69492,https://www.wikidata.org/wiki/Q368019,"Debussy, Claude",9594
Pelléas et Mélisande,69492,https://www.wikidata.org/wiki/Q368019,"Maeterlinck, Maurice-Polydore-Marie-Bernard",10357
Paganini,69496,https://www.wikidata.org/wiki/Q736134,"Rota, Nino",10371
saying,69503,https://www.wikidata.org/wiki/Q3026787,"Nardini, Pietro",10388
Macbeth,69505,https://www.wikidata.org/wiki/Q320363,"Verdi, Giuseppe",9641
Macbeth,69505,https://www.wikidata.org/wiki/Q320363,"Maffei, Andrea",9822
Macbeth,69505,https://www.wikidata.org/wiki/Q320363,"Piave, Francesco Maria",10405
Macbeth,69505,https://www.wikidata.org/wiki/Q320363,"Shakespeare, William",10325
Happy End,69506,https://www.wikidata.org/wiki/Q1584256,"Weill, Kurt",10367
Candide,69507,https://www.wikidata.org/wiki/Q1033015,"Bernstein, Leonard",10414
Candide,69507,https://www.wikidata.org/wiki/Q1033015,"Wilbur, Richard",10431
Candide,69507,https://www.wikidata.org/wiki/Q1033015,Voltaire,11268
Fratres,69545,https://www.wikidata.org/wiki/Q3752459,"Pärt, Arvo",10276
Melódía (Rask 98),69595,https://www.wikidata.org/wiki/Q65336193,"Gentilucci, Armando",10101
Don Carlos,69602,https://www.wikidata.org/wiki/Q179110,"Verdi, Giuseppe",9641
Don Carlos,69602,https://www.wikidata.org/wiki/Q179110,"Mery, Francois-Joseph",10628
Don Carlos,69602,https://www.wikidata.org/wiki/Q179110,"Du Locle, Camille",10629
Don Carlos,69602,https://www.wikidata.org/wiki/Q179110,"Schiller, Friedrich",10630
Un ballo in maschera,69609,https://www.wikidata.org/wiki/Q221757,"Verdi, Giuseppe",9641
Un ballo in maschera,69609,https://www.wikidata.org/wiki/Q221757,"Somma, Antonio",10631
Un ballo in maschera,69609,https://www.wikidata.org/wiki/Q221757,"Scribe, Eugène",9644
I masnadieri,69610,https://www.wikidata.org/wiki/Q466338,"Verdi, Giuseppe",9641
I masnadieri,69610,https://www.wikidata.org/wiki/Q466338,"Maffei, Andrea",9822
I masnadieri,69610,https://www.wikidata.org/wiki/Q466338,"Schiller, Friedrich",10630
Simon Boccanegra,69611,https://www.wikidata.org/wiki/Q548161,"Verdi, Giuseppe",9641
Simon Boccanegra,69611,https://www.wikidata.org/wiki/Q548161,"Boito, Arrigo",9585
Simon Boccanegra,69611,https://www.wikidata.org/wiki/Q548161,"Piave, Francesco Maria",10405
Les martyrs,69612,https://www.wikidata.org/wiki/Q17020379,"Donizetti, Gaetano",9596
West Side Story,69619,https://www.wikidata.org/wiki/Q669010,"Bernstein, Leonard",10414
West Side Story,69619,https://www.wikidata.org/wiki/Q669010,"Laurents, Arthur",10695
West Side Story,69619,https://www.wikidata.org/wiki/Q669010,"Sondheim, Stephen",10696
Volo di notte,69623,https://www.wikidata.org/wiki/Q915455,"Rubinštein, Anton",9925
Antiche Danze ed Arie,69628,https://www.wikidata.org/wiki/Q109242471,"Parisotti, Alessandro",10718
La forza del destino,69630,https://www.wikidata.org/wiki/Q212451,"Verdi, Giuseppe",9641
La forza del destino,69630,https://www.wikidata.org/wiki/Q212451,"Piave, Francesco Maria",10405
La forza del destino,69630,https://www.wikidata.org/wiki/Q212451,"Saavedra, Angel Pérez de",16288
Barbe-bleue,69631,https://www.wikidata.org/wiki/Q373076,"Offenbach, Jacques",9621
Barbe-bleue,69631,https://www.wikidata.org/wiki/Q373076,"Meilhac, Henri",9696
Barbe-bleue,69631,https://www.wikidata.org/wiki/Q373076,"Halévy, Ludovic",9865
La voix humaine,69632,https://www.wikidata.org/wiki/Q36084,"Poulenc, Francis",9626
La voix humaine,69632,https://www.wikidata.org/wiki/Q36084,"Cocteau, Jean",9841
Didone abbandonata,69633,https://www.wikidata.org/wiki/Q3707034,"Jommelli, Niccolò",10780
Didone abbandonata,69633,https://www.wikidata.org/wiki/Q3707034,"Metastasio, Pietro",9815
Serse,69636,https://www.wikidata.org/wiki/Q1069133,"Händel, Georg Friedrich",9603
Serse,69636,https://www.wikidata.org/wiki/Q1069133,"Minato, Nicolò -sec. 17.-",33884
Serse,69636,https://www.wikidata.org/wiki/Q1069133,"Stampiglia, Silvio",33885
Amor rende sagace,69639,https://www.wikidata.org/wiki/Q3614527,"Cimarosa, Domenico",9593
Amor rende sagace,69639,https://www.wikidata.org/wiki/Q3614527,"Bertati, Giovanni",9732
aerosol spray,69645,https://www.wikidata.org/wiki/Q659495,"Smetanin, Michael",10877
saying,69647,https://www.wikidata.org/wiki/Q3026787,"Mozart, Wolfgang Amadeus",9618
La fida ninfa,69651,https://www.wikidata.org/wiki/Q2557494,"Vivaldi, Antonio",9666
La fida ninfa,69651,https://www.wikidata.org/wiki/Q2557494,"Maffei, Scipione",10890
L'Olimpiade,69653,https://www.wikidata.org/wiki/Q785528,"Vivaldi, Antonio",9666
L'Olimpiade,69653,https://www.wikidata.org/wiki/Q785528,"Metastasio, Pietro",9815
Semiramide,69654,https://www.wikidata.org/wiki/Q3955083,"Vivaldi, Antonio",9666
Semiramide,69654,https://www.wikidata.org/wiki/Q3955083,"Silvani, Francesco",10892
Ottone in villa,69660,https://www.wikidata.org/wiki/Q923031,"Vivaldi, Antonio",9666
Ottone in villa,69660,https://www.wikidata.org/wiki/Q923031,"Lalli, Domenico",10895
Orlando furioso,69661,https://www.wikidata.org/wiki/Q241950,"Vivaldi, Antonio",9666
Orlando furioso,69661,https://www.wikidata.org/wiki/Q241950,"Braccioli, Grazio",10896
Orlando furioso,69661,https://www.wikidata.org/wiki/Q241950,"Ariosto, Ludovico",16308
Orlando finto pazzo,69662,https://www.wikidata.org/wiki/Q771982,"Vivaldi, Antonio",9666
Orlando finto pazzo,69662,https://www.wikidata.org/wiki/Q771982,"Braccioli, Grazio",10896
Orlando finto pazzo,69662,https://www.wikidata.org/wiki/Q771982,"Boiardo, Matteo Maria",16341
Il viaggio a Reims,69677,https://www.wikidata.org/wiki/Q470983,"Rossini, Gioachino",9633
Il viaggio a Reims,69677,https://www.wikidata.org/wiki/Q470983,"Balocchi, Luigi",10904
Il mondo della luna,69682,https://www.wikidata.org/wiki/Q1037479,"Haydn, Franz Joseph",9604
Il mondo della luna,69682,https://www.wikidata.org/wiki/Q1037479,"Goldoni, Carlo",9777
aurora,69700,https://www.wikidata.org/wiki/Q40609,"Cerchio, Bruno",10933
Parsifal,69728,https://www.wikidata.org/wiki/Q220340,"Wagner, Richard",9642
Quartetto per archi op. 4 n. 1,69747,https://www.wikidata.org/wiki/Q3927149,"Maderna, Bruno",10974
Personenschifffahrt auf der Donau,69790,https://www.wikidata.org/wiki/Q2072386,"Schubert, Franz",9872
meeting,69801,https://www.wikidata.org/wiki/Q12938533,"Strauss, Richard",9639
Concerto per archi e basso continuo RV 154,69806,https://www.wikidata.org/wiki/Q3686126,"Rota, Nino",10371
Siegfried,69817,https://www.wikidata.org/wiki/Q333146,"Wagner, Richard",9642
Der Ring des Nibelungen,69818,https://www.wikidata.org/wiki/Q190237,"Wagner, Richard",9642
Lohengrin,69819,https://www.wikidata.org/wiki/Q23085,"Wagner, Richard",9642
Rienzi,69820,https://www.wikidata.org/wiki/Q689441,"Wagner, Richard",9642
Rienzi,69820,https://www.wikidata.org/wiki/Q689441,"Bulwer-Lytton, Edward George",11038
Luisa Miller,69821,https://www.wikidata.org/wiki/Q545265,"Verdi, Giuseppe",9641
Luisa Miller,69821,https://www.wikidata.org/wiki/Q545265,"Cammarano, Salvatore",9742
Luisa Miller,69821,https://www.wikidata.org/wiki/Q545265,"Schiller, Friedrich",10630
characterizational construction,69823,https://www.wikidata.org/wiki/Q124316943,"Cage, John",9977
Tre commedie goldoniane,69828,https://www.wikidata.org/wiki/Q109002017,"Malipiero, Gianfrancesco",10978
Tre commedie goldoniane,69828,https://www.wikidata.org/wiki/Q109002017,"Goldoni, Carlo",9777
Le baruffe chiozzotte,69829,https://www.wikidata.org/wiki/Q109244969,"Sinigaglia, Leone",10999
Il campiello,69831,https://www.wikidata.org/wiki/Q3792586,"Wolf-Ferrari, Ermanno",9643
Il campiello,69831,https://www.wikidata.org/wiki/Q3792586,"Ghisalberti, Mario",11068
Il campiello,69831,https://www.wikidata.org/wiki/Q3792586,"Goldoni, Carlo",9777
Tutti in maschera,69833,https://www.wikidata.org/wiki/Q7857015,"Pedrotti, Carlo",11071
Tutti in maschera,69833,https://www.wikidata.org/wiki/Q7857015,"Marcello, Marco Marcelliano",11072
Tutti in maschera,69833,https://www.wikidata.org/wiki/Q7857015,"Goldoni, Carlo",9777
Amleto,69838,https://www.wikidata.org/wiki/Q3614379,"Faccio, Francesco Antonio",11074
Amleto,69838,https://www.wikidata.org/wiki/Q3614379,"Boito, Arrigo",9585
Vortex temporum,69916,https://www.wikidata.org/wiki/Q15991015,"Grisey, Gérard",9975
interfaith dialogue,69931,https://www.wikidata.org/wiki/Q1304214,"Gandolfi, Paolo",11156
Capriccio,69935,https://www.wikidata.org/wiki/Q1034949,"Strauss, Richard",9639
Capriccio,69935,https://www.wikidata.org/wiki/Q1034949,"Krauss, Clemens",11170
My Fair Lady,69942,https://www.wikidata.org/wiki/Q591943,"Loewe, Frederick",11194
My Fair Lady,69942,https://www.wikidata.org/wiki/Q591943,"Lerner, Alan Jay",11187
My Fair Lady,69942,https://www.wikidata.org/wiki/Q591943,"Shaw, George Bernard",11188
Thallein Ensemble,69992,https://www.wikidata.org/wiki/Q7709693,"Xenakis, Iannis",10958
Quartetto per archi op. 4 n. 1,70014,https://www.wikidata.org/wiki/Q3927149,"Scelsi, Giacinto",11350
L’estro armonico Op.3,70034,https://www.wikidata.org/wiki/Q13085320,"Vivaldi, Antonio",9666
Götterdämmerung,70049,https://www.wikidata.org/wiki/Q272029,"Wagner, Richard",9642
Tannhäuser,70059,https://www.wikidata.org/wiki/Q560619,"Wagner, Richard",9642
Die Meistersinger von Nürnberg,70060,https://www.wikidata.org/wiki/Q465540,"Wagner, Richard",9642
fjord,70062,https://www.wikidata.org/wiki/Q45776,"Cage, John",9977
articulation,70067,https://www.wikidata.org/wiki/Q372923,"Ligeti, György",9971
number,70078,https://www.wikidata.org/wiki/Q11563,"Feldman, Morton",9978
Quartetto per archi op. 4 n. 1,70127,https://www.wikidata.org/wiki/Q3927149,"Rota, Nino",10371
atmosphere,70129,https://www.wikidata.org/wiki/Q8104,"Ligeti, György",9971
screaming,70150,https://www.wikidata.org/wiki/Q1932016,"Francesconi, Luca",11443
bitext,70152,https://www.wikidata.org/wiki/Q1346592,"Tadini, Michele",11444
Thayambaka,70183,https://www.wikidata.org/wiki/Q7711526,AA. VV.,12613
The Merry Widow,70195,https://www.wikidata.org/wiki/Q478202,"Lehár, Franz",9861
The Merry Widow,70195,https://www.wikidata.org/wiki/Q478202,"Léon, Viktor",12193
The Merry Widow,70195,https://www.wikidata.org/wiki/Q478202,"Stein, Leo",12194
The Merry Widow,70195,https://www.wikidata.org/wiki/Q478202,"Meilhac, Henri",9696
Anything Goes,70202,https://www.wikidata.org/wiki/Q656082,"Zappa, Frank",9997
Swiss kitchen standard,70205,https://www.wikidata.org/wiki/Q2256198,"Zappa, Frank",9997
WYSIWYM,70207,https://www.wikidata.org/wiki/Q595133,"Zappa, Frank",9997
nebula,70209,https://www.wikidata.org/wiki/Q42372,"Casadei, Giorgio",12145
Studio Tanuki,70215,https://www.wikidata.org/wiki/Q3501016,"Zappa, Frank",9997
Quartetto per archi op. 4 n. 1,70230,https://www.wikidata.org/wiki/Q3927149,"Lutoslawski, Witold",11173
The Flying Dutchman,70249,https://www.wikidata.org/wiki/Q114640,"Wagner, Richard",9642
Ave Maria,70256,https://www.wikidata.org/wiki/Q15982418,"Guerrero, Francisco",12397
Die Feen,70260,https://www.wikidata.org/wiki/Q477656,"Wagner, Richard",9642
Die Feen,70260,https://www.wikidata.org/wiki/Q477656,"Gozzi, Carlo",13667
Sapho,70266,https://www.wikidata.org/wiki/Q264671,"Gounod, Charles",9602
Sapho,70266,https://www.wikidata.org/wiki/Q264671,"Augier, Émile",16306
Le Cid,70269,https://www.wikidata.org/wiki/Q899440,"Massenet, Jules",9612
Le Cid,70269,https://www.wikidata.org/wiki/Q899440,"Gallet, Louis",9699
Le Cid,70269,https://www.wikidata.org/wiki/Q899440,"Blau, Édouard",9831
Le Cid,70269,https://www.wikidata.org/wiki/Q899440,"Ennery, Adolphe-Philippe d'",16317
Un giorno di regno,70288,https://www.wikidata.org/wiki/Q470932,"Verdi, Giuseppe",9641
Un giorno di regno,70288,https://www.wikidata.org/wiki/Q470932,"Romani, Felice",9648
The Threepenny Opera,70289,https://www.wikidata.org/wiki/Q212495,"Weill, Kurt",10367
The Threepenny Opera,70289,https://www.wikidata.org/wiki/Q212495,"Brecht, Bertolt",31623
Rise and Fall of the City of Mahagonny,70290,https://www.wikidata.org/wiki/Q760054,"Weill, Kurt",10367
Rise and Fall of the City of Mahagonny,70290,https://www.wikidata.org/wiki/Q760054,"Brecht, Bertolt",31623
Knickerbocker Holiday,70292,https://www.wikidata.org/wiki/Q1236039,"Weill, Kurt",10367
One Touch of Venus,70293,https://www.wikidata.org/wiki/Q1403471,"Weill, Kurt",10367
Street Scene,70294,https://www.wikidata.org/wiki/Q2355342,"Weill, Kurt",10367
dead leaf,70297,https://www.wikidata.org/wiki/Q3070986,"Kosma, Joseph",12688
dead leaf,70297,https://www.wikidata.org/wiki/Q3070986,"Prévert, Jacques",12601
Vlespiegle seruant vn Mareschal de la ville de Rostre,70299,https://www.wikidata.org/wiki/Q122946843,"Brel, Jacques",12692
ink cartridge,70303,https://www.wikidata.org/wiki/Q622368,"Kosma, Joseph",12688
ink cartridge,70303,https://www.wikidata.org/wiki/Q622368,"Prévert, Jacques",12601
goat meat,70308,https://www.wikidata.org/wiki/Q449506,"Guthrie, Woody",12699
death march,70311,https://www.wikidata.org/wiki/Q326259,"Guthrie, Woody",12699
unit of measurement,70312,https://www.wikidata.org/wiki/Q47574,"Guthrie, Woody",12699
Little Box Challenge,70313,https://www.wikidata.org/wiki/Q25104101,"Reynolds, Malvina",12701
Quartetto per archi op. 4 n. 1,70323,https://www.wikidata.org/wiki/Q3927149,"Webern, Anton",10416
Quartetto per archi op. 4 n. 1,70324,https://www.wikidata.org/wiki/Q3927149,"Gianferrari, Vincenzo",12706
Moby Dick,70328,https://www.wikidata.org/wiki/Q109002309,"Gentilucci, Armando",10101
Ave Maria,70367,https://www.wikidata.org/wiki/Q15982418,"Bruckner, Anton",10221
